lang	lang_id	grade	grade_id	book	book_id	chapter	chapter_id	link
Tamil	tamil	Grade 2	grade-2	கத்தோலிக்கத் திருமறை	-	23 மாட்டுக் கொட்டிலில் பிறந்த யேசுநாதர்	23-	http://www.edupub.gov.lk/Administrator/Tamil/2/katholika%20G-2%20T/cha%2023.pdf
Tamil	tamil	Grade 2	grade-2	கத்தோலிக்கத் திருமறை	-	24 நோவும் வெள்ளப்பெருக்கும்	24-	http://www.edupub.gov.lk/Administrator/Tamil/2/katholika%20G-2%20T/cha%2024.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	1 அல்லாஹ்	1-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%201.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	2 அல்லாஹ்வைப் புகழ்வோம்	2-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%202.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	3 அல்ஹம்து லில்லாஹ்	3-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%203.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	4 கலிமா ஷஹாதா	4-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%204.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	5 அல்லாஹ்வை நம்புவோம்	5-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%205.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	6 நபியை பின்பற்றுவோம்	6-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%206.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	7 பிறருக்கு உதவுவோம்	7-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%207.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	8 நபியவர்களின் நற்குணங்கள்	8-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%208.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	9 அல் - குர்ஆன்	9-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%209.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	10 அல் - குர்ஆனை ஓதுவோம்	10-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2010.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	11 விருந்தினரை உபசரிப்போம்	11-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2011.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	12 அயலவரை நேசிப்போம்	12-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2012.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	13 நோயாளிகளைப் பார்க்க செல்வோம்	13-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2013.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	14 ஆசிரியரை மதித்து நடப்போம்	14-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2014.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	15 நன்றி கூறுவோம்	15-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2015.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	16 சுத்தம்	16-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2016.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	17 நற்பழக்கங்கள்	17-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2017.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	18 மஸ்ஜித்	18-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2018.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	19 சுத்தம் சுகம் தரும்	19-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2019.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	20 உண்ணும் ஒழுங்குகள்	20-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2020.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	21 துதி பாடுவோம்	21-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2021.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	22 ஒத்துழைப்போம்	22-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2022.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	23 அன்பு கொள்வோம்	23-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2023.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	24 நண்பர்கள்	24-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2024.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம்	-	25 நீரைப் பாதுகாப்போம்	25-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2T/Chap%2025.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	1-5 பகுதி	1-5-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%201-5.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	6-10 பகுதி	6-10-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%206-10.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	11-15 பகுதி	11-15-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/pagee%2011-15.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	16-20 பகுதி	16-20-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2016-20.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	21-25 பகுதி	21-25-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2021-25.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	26-30 பகுதி	26-30-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2026-30.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	31-35 பகுதி	31-35-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2031-35.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	36-40 பகுதி	36-40-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2036-40.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	41-45 பகுதி	41-45-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2041-45.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	46-50 பகுதி	46-50-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2046-50.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	51-55 பகுதி	51-55-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2051-55.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	56-60 பகுதி	56-60-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2056-60.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	61-65 பகுதி	61-65-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2061-65.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	66-70 பகுதி	66-70-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2066-70.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	71-75 பகுதி	71-75-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2071-75.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	76-80 பகுதி	76-80-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2076-80.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	81-85 பகுதி	81-85-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2081-85.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	86-90 பகுதி	86-90-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2086-90.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல்	-	91-97 பகுதி	91-97-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20wb%20G-2%20T/page%2091-97.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	01 செயல்களைக் கூறுவோம்	01-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%201.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	02 கதை கூறுவோம்	02-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%202.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	03 கதை சொல்வோம் - பாடுவோம்	03-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%203.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	04 நான் யார்?	04-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%204.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	05 ஓடி விளையாட பாப்பா	05-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%205.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	06 வினா மாலை	06-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%206.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	07 மிருகங்களும் பறவைகளும்	07-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%207.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	08 ஆபத்தில் உதவுவோம்	08-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%208.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	09 வாசிப்போம்	09-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%209.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	10 கப்பல்	10-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2010.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	11 எல்லாம் நன்மைக்கே	11-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2011.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	12 எமது நாடு	12-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2012.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	13 இலங்கை	13-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2013.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	14 பிறருக்கு உதவுவோம்	14-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2014.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	15 விடுகதைகள்	15-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2015.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	16 பழங்கள்	16-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2016.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	17 பழரசம் தயாரிப்போம்	17-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2017.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	18 ஒற்றுமை	18-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2018.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	19 புத்தியே பலம்	19-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2019.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	20 நீர்	20-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2020.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	21 நாட்கள் - மாதங்கள்	21-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2021.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	22 குதிரைகள் எத்தனை?	22-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2022.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	23 தொலைக்காட்சி	23-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2023.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	24 கணினி	24-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2024.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	25 என்னைத் தொரிகிறதா?	25-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2025.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	26 தொடர்பு கொள்வோம்	26-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2026.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	27 ஆமையின் ஆசை	27-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2027.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	28 நான் பேசுகின்றேன்	28-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2028.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	29 மிருகக்காட்சிச்சாலை	29-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2029.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	30 எமாற்று வித்தை	30-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2030.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	31 கொன்றை	31-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2031.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல்	-	32 எனது விபரம்	32-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20reading%20book%20G-2/Chap%2032.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் செயல் நூல்	-	1-5 பகுதி	1-5-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20work%20book%20G-2/page%201-5.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் செயல் நூல்	-	6-10 பகுதி	6-10-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20work%20book%20G-2/page%206-10.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் செயல் நூல்	-	11-15 பகுதி	11-15-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20work%20book%20G-2/page%2011-15.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் செயல் நூல்	-	16-20 பகுதி	16-20-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20work%20book%20G-2/page%2016%20-%2020.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் செயல் நூல்	-	21-25 பகுதி	21-25-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20work%20book%20G-2/page%2021-25.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் செயல் நூல்	-	26-30 பகுதி	26-30-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20work%20book%20G-2/page%2026-30.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் செயல் நூல்	-	31-35 பகுதி	31-35-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20work%20book%20G-2/page%2031-35.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் செயல் நூல்	-	36-40 பகுதி	36-40-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20work%20book%20G-2/page%2036-40.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் செயல் நூல்	-	41-45 பகுதி	41-45-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20work%20book%20G-2/page%2041-45.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் செயல் நூல்	-	46-50 பகுதி	46-50-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20work%20book%20G-2/page%2046-50.pdf
Tamil	tamil	Grade 2	grade-2	சைவ நெறி - 2017 புதிய பாட திட்டம்	-2017-	சைவ நெறி	-	http://www.edupub.gov.lk/Administrator/Tamil/2/hindu%20G-2%20T/BOOK.pdf
Tamil	tamil	Grade 2	grade-2	இஸ்லாம் - 2017 புதிய பாட திட்டம்	-2017-	இஸ்லாம்	-	http://www.edupub.gov.lk/Administrator/Tamil/2/islam%20G-2%20T/Islam%20-%20Grade%2002%20Inside%20Final.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் வாசிப்பு நூல் - 2017 புதிய பாட திட்டம்	-2017-	தமிழ் வாசிப்பு நூல்	-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20g-2%20pb/Tamil%20Gr%202%20Reading%20book.pdf
Tamil	tamil	Grade 2	grade-2	தமிழ் செயல் நூல் - 2017 புதிய பாட திட்டம்	-2017-	தமிழ் செயல் நூல்	-	http://www.edupub.gov.lk/Administrator/Tamil/2/tamil%20wb%20g-2%20/Tamil%20Gr%202%20Workbook.pdf
Tamil	tamil	Grade 2	grade-2	கத்தோலிக்கத் திருமறை -2017 புதிய பாட திட்டம்	-2017-	கத்தோலிக்கத் திருமறை	-	http://www.edupub.gov.lk/Administrator/Tamil/2/catholic%20doctrine%20G-2%20T/CHATHOLIC%20DOCTRINE_GRADE%2002%20(T)_FINAL%20BOOK.pdf
Tamil	tamil	Grade 2	grade-2	கணிதம் செயல் நூல் - 2017 புதிய பாட திட்டம்	-2017-	கணிதம் செயல் நூல்	-	http://www.edupub.gov.lk/Administrator/Tamil/2/maths%20WB%20G-2T/maths%20G-2%20T.pdf
Tamil	tamil	Grade 2	grade-2	கிறிஸ்தவம்- 2017 புதிய பாட திட்டம்	-2017-	கிறிஸ்தவம்	-	http://www.edupub.gov.lk/Administrator/Tamil/2/christhu%20G-2%20T/christhu%20G-2%20T%20n.pdf
Tamil	tamil	Grade 3	grade-3	தமிழ் வாசிப்பு நூல் - புதிய பாட திட்டம்	-	தமிழ் வாசிப்பு நூல்	-	http://www.edupub.gov.lk/Administrator/Tamil/3/tamil%20g-3/Tamil%20Pages%20New.pdf
Tamil	tamil	Grade 3	grade-3	சைவ நெறி - புதிய பாடத்திட்டம்	-	சைவ நெறி	-	http://www.edupub.gov.lk/Administrator/Tamil/3/hindu%20G3%20T/Lot%2008%20Hindu%20Darmaya%20-Grade%2003.pdf
Tamil	tamil	Grade 3	grade-3	கணிதம் I - புதிய பாடத்திட்டம்	-i-	கணிதம் I	-i	http://www.edupub.gov.lk/Administrator/Tamil/3/maths%20P-I%20G3%20T/book.pdf
Tamil	tamil	Grade 3	grade-3	கத்தோலிக்க திருமறை - புதிய பாடத்திட்டம்	-	கத்தோலிக்க திருமறை	-	http://www.edupub.gov.lk/Administrator/Tamil/3/katholika%20G-3%20T/katholika%20G3%20T.pdf
Tamil	tamil	Grade 3	grade-3	கிறிஸ்தவம் - புதிய பாடத்திட்டம்	-	கிறிஸ்தவம்	-	http://www.edupub.gov.lk/Administrator/Tamil/3/chris%20tg-3%20T/Christianity%20Gr%203%20T.pdf
Tamil	tamil	Grade 3	grade-3	தமிழ் செயல் நூல் - புதிய பாட திட்டம்	-	தமிழ் செயல் நூல் - புதிய பாட திட்டம்	-	http://www.edupub.gov.lk/Administrator/Tamil/3/tamil%20wb%20g-3/Tamil%20Gr%203%20Workbook.pdf
Tamil	tamil	Grade 3	grade-3	இஸ்லாம் - புதிய பாட திட்டம்	-	இஸ்லாம்	-	http://www.edupub.gov.lk/Administrator/Tamil/3/islam%20G-3%20T/islam%20G-3%20T.pdf
Tamil	tamil	Grade 3	grade-3	கணிதம் II - புதிய பாடத்திட்டம்	-ii-	கணிதம் II	-ii	http://www.edupub.gov.lk/Administrator/Tamil/3/maths%20g-11%20p-II%20T/maths%20g-3%20p-II%20T.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	1 நாங்கள் வாக்களிப்போம்	1-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%201.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	2 அழைப்பு	2-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/Chap%202.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	3 முயற்சியுள்ள பிள்ளை	3-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%203.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	4 நன்றி கூறுவோம் புகழ் பாடுவோம்	4-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/Chap%204.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	5 கிறிஸ்துநாதரைச் சந்திப்போம்	5-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%205.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	6 நல்லதொரு நாள்	6-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/Chap%206.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	7 இயேசுவின் நண்பர்கள்	7-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%207.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	8 இரக்கமுள்ள இறைத்தந்தை	8-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%208.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	9 நாம் ஒன்றுபடுவோம்	9-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%209.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	10 அன்பு உரையாடல்	10-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%2010.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	11 கடந்து செல்லுதல்	11-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%2011.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	12 இரக்கமுள்ள இயேசு	12-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%2012.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	13 புதிய பாஸ்காத் திருவிழா	13-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%2013.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	14 இறை குடும்பத்தின் உணவு	14-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%2014.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	15 நண்பர்களின் விருந்து	15-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%2015.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	18 திருப்பலியினூடாக	18-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%2018%20n.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	19 குடும்ப ஒன்றிப்பு	19-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%2019%20n.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	20 இறைத்தந்தை எம்மோடிருக்கிறார்	20-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%2020%20n.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	21 இயேசுவின் சிறிய மலர் பேசுகிறாள்	21-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%2021%20n.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	22 என் அரணான ஆண்டவர்	22-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%2022%20n.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	23 புனித டொமினிக் சாவியோ	23-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%2023%20n.pdf
Tamil	tamil	Grade 4	grade-4	கத்தோலிக்கம்	-	24 தாவீது	24-	http://www.edupub.gov.lk/Administrator/Tamil/4/katholika%20g4%20t/chap%2024.pdf
Tamil	tamil	Grade 4	grade-4	சைவ நெறி	-	1. எல்லாம் சிவமயம்	1-	http://www.edupub.gov.lk/Administrator/Tamil/4/hindu%20G-4%20T/cha%2001.pdf
Tamil	tamil	Grade 4	grade-4	சைவ நெறி	-	2. தாய் தந்தை பேண்	2-	http://www.edupub.gov.lk/Administrator/Tamil/4/hindu%20G-4%20T/cha%2002.pdf
Tamil	tamil	Grade 4	grade-4	சைவ நெறி	-	3. திருகோயில் வழிபாடு	3-	http://www.edupub.gov.lk/Administrator/Tamil/4/hindu%20G-4%20T/cha%2003.pdf
Tamil	tamil	Grade 4	grade-4	சைவ நெறி	-	4. திருநாவுக்கரசர் பொதி சோறு பெற்றமை	4-	http://www.edupub.gov.lk/Administrator/Tamil/4/hindu%20G-4%20T/cha%2004.pdf
